mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.3207916736602785,0.007543340763478061,0.014162254333496094,0.00039925588069956086,0.6,5,4,5,0.8,"{'subsample': 0.6, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.8}",0.9003231532775653,0.8833857151171711,0.8895954697693614,0.8977818242012912,0.9010739943717928,0.8944320313474364,0.006862296011304566,17
2.3002418518066405,0.007948670425529014,0.014162063598632812,0.00039911301474974807,0.6,10,4,1,0.8,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.8}",0.8997748641512828,0.8837799012682741,0.888873897469272,0.8971819235225956,0.9002072504552225,0.8939635673733294,0.006522643023247702,23
1.957761859893799,0.004720189103355857,0.010771512985229492,0.0003989939302123497,0.8,1,3,2,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 2, 'colsample_bytree': 1.0}",0.900680963189892,0.8799273268887865,0.8886834182553163,0.89529415659659,0.8993557358053302,0.8927883201471829,0.007667585618329253,35
1.946791934967041,0.003836324471686253,0.013364171981811524,0.0004884415415579695,0.6,1,4,0.5,0.6,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.9008271295311565,0.8829240675777923,0.890858055947978,0.8972044363515972,0.8998417480549579,0.8943310874926963,0.006678384941173721,18
1.8021785736083984,0.006244108889313459,0.010971164703369141,5.761645304486548e-07,0.6,10,3,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.8995976126605183,0.8804432080932503,0.887515410297518,0.894403575566959,0.8983261049495117,0.8920571823135515,0.0071718216983998545,44
1.3986586570739745,0.007097128715243476,0.011175107955932618,0.00039672953004890745,0.8,1,3,1.5,0.6,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.8990804086837356,0.8793843288517806,0.8887740281591772,0.8942082436682668,0.8999774871709981,0.8922848993067918,0.007586897172801846,40
3.1142696857452394,0.033273420588422205,0.016954469680786132,2.78041453115716e-07,0.8,5,5,5,1.0,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 1.0}",0.901260337465674,0.884983624078689,0.8907350381222983,0.8985922860453567,0.9009746730673729,0.8953091917558782,0.006416116445070638,1
2.149448776245117,0.005861487946332117,0.013563966751098633,0.0004887920135260455,0.8,1,4,5,0.8,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.8}",0.9012451255840039,0.8823453546881697,0.8906219410890119,0.8965105115047178,0.9008150968382719,0.8943076059408351,0.007099422369951263,19
2.1011783123016357,0.013116254245650103,0.013962650299072265,1.9073486328124998e-07,0.8,10,4,2,0.8,"{'subsample': 0.8, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 0.8}",0.9002093948581195,0.8829776398567173,0.8892707291650132,0.8969038238702203,0.900411190200298,0.8939545555900736,0.006810877140935896,24
2.7414663314819334,0.04634492534315991,0.016755104064941406,0.0003992321207188908,1.0,5,5,1,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 1.0}",0.9008019968570928,0.8843553072270991,0.8892158341137689,0.8968753517629531,0.899609998344645,0.8941716976611117,0.006352445700799103,20
1.6360291957855224,0.009662619045347758,0.010764789581298829,0.00039629807986668315,1.0,10,3,1,1.0,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 1, 'colsample_bytree': 1.0}",0.8983700799483589,0.8789722852743694,0.8891404360915781,0.8958265187882799,0.8980917066710808,0.8920802053547335,0.007351127083327501,43
1.5131465911865234,0.0038056828515598694,0.010970830917358398,5.43678009557313e-07,0.6,5,3,2,0.6,"{'subsample': 0.6, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 2, 'colsample_bytree': 0.6}",0.8988628126372377,0.880023227881924,0.8884433350793928,0.8947392815758981,0.8993186558516802,0.8922774626052267,0.007264607251056625,41
2.3189965724945067,0.01085996009709238,0.016356611251831056,0.0004884029726583416,1.0,1,5,1.5,0.8,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.9009064958703047,0.8847184082287022,0.8903375450403973,0.8970806157920874,0.899877503724549,0.8945841137312082,0.006157767562717741,12
2.16680326461792,0.0036565392186053178,0.013962745666503906,1.5078914929239175e-07,0.8,1,4,1,0.8,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.8}",0.9009937988433679,0.8836932596813705,0.891060440112806,0.8979725211057773,0.9008773381890416,0.8949194715864728,0.00667285089145863,8
1.9003162384033203,0.008889283629346462,0.013967370986938477,0.0006312694871162362,0.6,10,4,0.5,0.6,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.8989203532331201,0.8828618972787927,0.8881767964570866,0.8956947525244164,0.9002284390001656,0.8931764476987162,0.006640050514899586,33
2.297852325439453,0.006525698134877694,0.016954708099365234,6.468133910298603e-07,0.6,10,5,5,0.6,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.8998238067270908,0.8829492002518557,0.8897892559141151,0.8962112233073996,0.9001277934116867,0.8937802559224297,0.00657214103528325,26
1.798388624191284,0.0063517937717791195,0.014761114120483398,0.00039918426614945823,0.8,5,4,2,0.6,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 0.6}",0.9004289750630963,0.8824736636031258,0.8905273628681936,0.8968197318324781,0.9003476245654692,0.8941194715864726,0.006847177778857327,22
1.5630186080932618,0.005829747445532675,0.011568880081176758,0.0004890838700307568,0.6,1,3,0.5,0.6,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.8996855770197411,0.8803592120509849,0.8885141033984666,0.8951445124979308,0.8992795894719418,0.892596598887813,0.007318855701294282,38
1.7910075664520264,0.014526695727310275,0.014760684967041016,0.000746403919014624,0.8,10,4,5,0.6,"{'subsample': 0.8, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.6}",0.8994395413683816,0.8814802615914538,0.8884135727022122,0.8943638470451912,0.8994583678198973,0.8926311181054272,0.006900689904543886,37
1.6886820316314697,0.007119239871701238,0.01156930923461914,0.0004888503150452149,0.8,10,3,5,0.8,"{'subsample': 0.8, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 0.8}",0.8984858225262836,0.8789590575511779,0.8880220320957476,0.8937129614302267,0.8981433537493793,0.891464645470563,0.007310243665346789,48
2.165806531906128,0.015368105326915918,0.010771465301513673,0.0003990894969452191,0.6,1,3,2,1.0,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 2, 'colsample_bytree': 1.0}",0.900979909734017,0.8813261586162742,0.8889426816298672,0.896163549081278,0.8997656017215693,0.893435580156601,0.0073654887611413625,30
1.1800370693206788,0.03150632030104609,0.010771560668945312,0.0003990175334262532,1.0,1,3,1.5,0.6,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.8978846225072354,0.8784021704048212,0.8877409429779309,0.8943320642277768,0.8976805164707828,0.8912080633177094,0.007378892747058241,49
2.7071516513824463,0.015409685431701953,0.014162158966064453,0.0003989458760905677,0.6,10,4,1,1.0,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.8992087175986921,0.884519330994672,0.8891781351026735,0.8975447773547426,0.9003105446118193,0.8941523011325199,0.0062054274069914825,21
1.4078338146209717,0.02077294349473169,0.010577774047851563,0.00048167838593640814,0.8,1,3,2,0.6,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 2, 'colsample_bytree': 0.6}",0.8992093789848516,0.8792996714233559,0.8884757430012118,0.8941969872537661,0.900009932130442,0.8922383425587255,0.0076732732070017,42
2.1320956707000733,0.0041075467188051926,0.010571622848510742,0.0004885387300577005,0.6,1,3,1.5,1.0,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.901155838452462,0.8810470536569364,0.8888990301433357,0.8959549743419962,0.8996080119185565,0.8933329817026573,0.007457236642539977,31
2.2346216678619384,0.01974222515903409,0.014362239837646484,0.0004888892021161988,1.0,5,5,5,0.8,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.8}",0.9004329433800538,0.8822355645856813,0.889293877680598,0.8962198311537826,0.9002337361364015,0.8936831905873033,0.007003107367212675,28
2.769990015029907,0.015637767736858137,0.016755437850952147,0.0007464421363528667,1.0,1,5,1,1.0,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 1.0}",0.9000632285168548,0.8843605983163754,0.8891589549040462,0.8977030292997848,0.9010759807978811,0.8944723583669884,0.006569365884157353,15
1.4042431354522704,0.0067940193496961645,0.010571718215942383,0.0004887140068087359,1.0,5,3,0.5,0.8,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.8987259057022068,0.8789524436895824,0.8891688756964398,0.8957371296143023,0.8988505214368482,0.8922869752278759,0.007536256442219119,39
1.5055776119232178,0.008431487497218558,0.01116490364074707,0.0004021200013458224,0.6,10,3,5,0.6,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 0.6}",0.897870072011725,0.8787586575448288,0.8873811489071255,0.8923118688958782,0.8977752027809964,0.890819390028111,0.007177822938709577,50
1.8672049999237061,0.007913260061425773,0.01716160774230957,0.00039577906388018,1.0,1,5,2,0.6,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 0.6}",0.9006591374466262,0.882570225982423,0.8916728836965665,0.8969905644760802,0.9006747227280252,0.8945135068659441,0.006820209216591431,13
2.507691812515259,0.023555389922890323,0.013763427734375,0.00039863597833367134,0.8,5,4,1.5,1.0,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.9013006820214078,0.8840292438504315,0.8903421747435144,0.8982996192683331,0.9007800033107101,0.8949503446388792,0.006723615364689991,6
2.1127537727355956,0.006604612414025924,0.01734786033630371,0.0004935503783395716,0.8,10,5,0.5,0.6,"{'subsample': 0.8, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.90114393350159,0.8838010656253803,0.8902826499891532,0.8972415163052474,0.8997887766926006,0.8944515884227944,0.006509538269217785,16
2.1660103797912598,0.04597643936213277,0.012362384796142578,0.00048290656709084543,1.0,10,4,2,1.0,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 1.0}",0.8996988047429323,0.8829121626269201,0.8901550024603566,0.896658831319318,0.9002264525740772,0.8939302507447208,0.006572888102479123,25
1.870396661758423,0.0068109776939893575,0.013364315032958984,0.0004883246709844104,1.0,1,4,1,0.8,"{'subsample': 1.0, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.8}",0.9007828166584655,0.8832732794700446,0.8904367529643328,0.8981612315841748,0.9011640456878001,0.8947636252729636,0.0069208329804119895,11
2.369472312927246,0.008953835493931138,0.017142868041992186,0.0004049962612342151,0.6,1,5,5,0.6,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.9008317592342734,0.8835702418556908,0.8916146817145245,0.8985697732163549,0.9009342824035756,0.8951041476848838,0.006693488203592648,2
